"source","target","weight"
"real-estate-industry","social-media-content-creation",2
"real-estate-industry","social-media-management",3
"real-estate-industry","social-media-marketing",1
"real-estate-industry","social-media-optimization",1
"real-estate-industry","social-media-posts",2
"real-estate-industry","sourcing",1
"real-estate-industry","startup-company",2
"real-estate-industry","strategic-planning",1
"real-estate-industry","technical-recruiter",1
"real-estate-industry","technology",2
"real-estate-industry","telemarketing",2
"real-estate-industry","telephone-skills",1
"real-estate-industry","tracking-and-analytics",3
"real-estate-industry","very-small-1-9-employees",5
"real-estate-industry","video-ads",2
"real-estate-industry","virtual-assistant",1
"real-estate-industry","wordpress",1
"real-estate-industry","youtube-marketing",1
"real-estate-law","real-estate-management",10
"real-estate-law","research",6
"real-estate-law","sales",1
"real-estate-law","social-media-marketing",1
"real-estate-law","tax-law",2
"real-estate-law","tax-preparation",1
"real-estate-law","telephone-skills",4
"real-estate-law","typing",1
"real-estate-law","virtual-assistant",7
"real-estate-law","wix",1
"real-estate-law","writing",3
"real-estate-law","zoho-crm",2
"real-estate-management","research",4
"real-estate-management","sales",2
"real-estate-management","sales-writing",2
"real-estate-management","seo",1
"real-estate-management","seo-backlinking",1
"real-estate-management","seo-keyword-research",1
"real-estate-management","seo-writing",3
"real-estate-management","social-media-marketing",3
"real-estate-management","startup-consulting",1
"real-estate-management","strategic-planning",1
"real-estate-management","technical-writing",1
"real-estate-management","telephone-skills",5
"real-estate-management","translation-english-japanese",1
"real-estate-management","twitter-marketing",1
"real-estate-management","typing",1
"real-estate-management","virtual-assistant",13
"real-estate-management","wix",1
"real-estate-management","wordpress",1
"real-estate-management","writing",1
"recipe-writing","research",11
"recipe-writing","scientific-writing",1
"recipe-writing","seo",1
"recipe-writing","seo-backlinking",1
"recipe-writing","seo-keyword-research",1
"recipe-writing","seo-writing",1
"recipe-writing","social-media-management",1
"recipe-writing","social-media-marketing",4
"recipe-writing","translation",1
"recipe-writing","translation-english-spanish",1
"recipe-writing","translation-spanish-english",1
"recipe-writing","web-content-management",2
"recipe-writing","wordpress",3
"recipe-writing","writing",16
"recruiting","relationship-management",3
"recruiting","research",47
"recruiting","resume-writing",19
"recruiting","retail-and-consumer-goods",1
"recruiting","sales",14
"recruiting","sales-management",1
"recruiting","scientific-research",1
"recruiting","seo",3
"recruiting","social-media-management",2
"recruiting","social-media-management-plan",1
"recruiting","social-media-marketing",12
"recruiting","sourcing",41
"recruiting","spanish",1
"recruiting","spreadsheets",2
"recruiting","startup-consulting",1
"recruiting","strategic-planning",1
"recruiting","tax-preparation",1
"recruiting","technical-documentation",2
"recruiting","technical-editing",1
"recruiting","technical-recruiter",42
"recruiting","technical-writing",6
"recruiting","technology",5
"recruiting","telemarketing",5
"recruiting","telephone-skills",32
"recruiting","transcription",2
"recruiting","travel-planning",2
"recruiting","viral-marketing",1
"recruiting","virtual",1
"recruiting","virtual-assistant",17
"recruiting","web-content-management",3
"recruiting","web-design",1
"recruiting","wordpress",3
"recruiting","writing",7
"recruiting","zoho-crm",1
"relationship-management","research",6
"relationship-management","sales",22
"relationship-management","sales-deliverable",1
"relationship-management","sales-management",8
"relationship-management","sales-presentations",3
"relationship-management","sales-process",18
"relationship-management","sales-promotion",2
"relationship-management","salesforce.com",4
"relationship-management","seo-backlinking",2
"relationship-management","small-10-99-employees",5
"relationship-management","social-media-management",1
"relationship-management","social-media-marketing",10
"relationship-management","startup-company",1
"relationship-management","supply-chain-management",1
"relationship-management","technical-editing",1
"relationship-management","telemarketing",6
"relationship-management","telephone-skills",3
"relationship-management","very-small-1-9-employees",6
"relationship-management","virtual-assistant",7
"relationship-management","website-development",1
"relationship-management","wordpress",1
"relationship-management","writing",1
"relationship-management","youtube",1
"relationship-management","youtube-marketing",1
"relationship-management","zapier",1
"relationship-management","zoho-crm",1
"report-writing","research",17
"report-writing","research-papers",2
"report-writing","sales",1
"report-writing","sales-presentations",1
"report-writing","scientific-research",1
"report-writing","scientific-writing",1
"report-writing","sem",4
"report-writing","seo",5
"report-writing","seo-keyword-research",4
"report-writing","seo-writing",2
"report-writing","short-story-writing",2
"report-writing","social-media-marketing",1
"report-writing","spreadsheets",1
"report-writing","sql",1
"report-writing","sql-programming",1
"report-writing","statistics",4
"report-writing","strategic-planning",1
"report-writing","survey-design",3
"report-writing","tableau",1
"report-writing","technical-writing",8
"report-writing","telemarketing",1
"report-writing","telephone-skills",7
"report-writing","time-management",1
"report-writing","transcription",2
"report-writing","translation-english-spanish",1
"report-writing","translation-spanish-english",1
"report-writing","travel-planning",1
"report-writing","twitter-marketing",1
"report-writing","users-guide-writing",2
"report-writing","video-postediting",1
"report-writing","virtual-assistant",6
"report-writing","web-design",2
"report-writing","website-development",1
"report-writing","white-paper-writing",3
"report-writing","wordpress",6
"report-writing","writing",4
"report-writing","writing-slang-style",2
"report-writing","zoho-creator",1
"research","research-and-strategy",3
"research","research-papers",94
"research","responsive-web-design",1
"research","resume-writing",5
"research","retail-and-consumer-goods",10
"research","retargeting",1
"research","reviews",22
"research","romance-writing",36
"research","ruby",1
"research","ruby-on-rails",2
"research","saas",3
"research","sales",88
"research","sales-copywriting",1
"research","sales-funnel-copywriting",4
"research","sales-letters",6
"research","sales-management",3
"research","sales-presentations",1
"research","sales-promotion",10
"research","sales-strategy",3
"research","sales-writing",22
"research","salesforce.com",13
"research","scheduling",2
"research","scientific-research",15
"research","scientific-writing",13
"research","scripting",1
"research","scrum",1
"research","security-analysis",1
"research","selling",3
"research","sem",9
"research","seo",373
"research","seo-backlinking",40
"research","seo-backlinks",13
"research","seo-keyword-research",120
"research","seo-writing",328
"research","shopify",8
"research","short-story-writing",48
"research","skype",6
"research","small-10-99-employees",2
"research","smartsheet",1
"research","social-bookmarking",5
"research","social-media-account-setup",1
"research","social-media-advertising",1
"research","social-media-content",22
"research","social-media-content-creation",2
"research","social-media-management",88
"research","social-media-marketing",373
"research","social-media-optimization",13
"research","social-media-posts",1
"research","social-networking-development",3
"research","software-qa-testing",1
"research","software-testing",2
"research","sourcing",15
"research","spanish",10
"research","spelling",9
"research","sports-writing",5
"research","spreadsheets",47
"research","squarespace",4
"research","startup-company",2
"research","startup-consulting",5
"research","statistics",9
"research","storyboarding",1
"research","strategic-planning",4
"research","strategic-thinking",2
"research","style-guide",5
"research","supply-chain-management",2
"research","survey-design",9
"research","survey-monkey",2
"research","task-coordination",2
"research","tax-law",4
"research","tax-preparation",8
"research","teaching-mathematics",1
"research","technical-documentation",6
"research","technical-editing",4
"research","technical-recruiter",18
"research","technical-support",3
"research","technical-writing",153
"research","technology",22
"research","telemarketing",49
"research","telephone-skills",247
"research","text-formatting",8
"research","time-management",10
"research","topic-research",11
"research","track-changes",3
"research","trademark-consulting",3
"research","transcription",21
"research","translation",17
"research","translation-chinese-english",6
"research","translation-english-german",3
"research","translation-english-japanese",4
"research","translation-english-korean",2
"research","translation-english-spanish",8
"research","translation-german-english",1
"research","translation-japanese-english",3
"research","translation-korean-english",8
"research","translation-spanish-english",6
"research","travel-agent",10
"research","travel-planning",24
"research","travel-writing",21
"research","trello",3
"research","twitter",1
"research","twitter-marketing",53
"research","typing",11
"research","usability-testing",1
"research","user-experience-design",1
"research","users-guide-writing",1
"research","venture-capital-consulting",3
"research","very-small-1-9-employees",1
"research","video-editing",6
"research","video-postediting",3
"research","video-production",3
"research","video-sales-letter",1
"research","viral-marketing",6
"research","virtual",13
"research","virtual-assistant",835
"research","visualization",1
"research","voice-over",3
"research","voice-talent",1
"research","web-analytics",2
"research","web-content",95
"research","web-content-management",22
"research","web-design",21
"research","web-hosting",2
"research","web-research",22
"research","web-scraping",34
"research","website-copywriting",3
"research","website-development",20
"research","white-paper",28
"research","white-paper-writing",9
"research","wikipedia",2
"research","wire-framing",1
"research","wix",2
"research","woocommerce",2
"research","word-processing",3
"research","wordpress",258
"research","wordpress-plugin",3
"research","wordpress-thrive-themes",2
"research","wordpress-website",1
"research","wp-ecommerce",2
"research","writing",615
"research","writing-slang-style",1
"research","written",4
"research","xero",2
"research","youtube",10
"research","youtube-marketing",15
"research","zendesk",5
"research","zoho-creator",1
"research","zoho-crm",3
"research-and-strategy","retargeting",1
"research-and-strategy","sales-funnel-copywriting",2
"research-and-strategy","sem",1
"research-and-strategy","sem-campaign-reports",2
"research-and-strategy","seo",3
"research-and-strategy","seo-writing",6
"research-and-strategy","small-10-99-employees",1
"research-and-strategy","social-media-advertising",1
"research-and-strategy","social-media-content",1
"research-and-strategy","social-media-management",3
"research-and-strategy","social-media-marketing",2
"research-and-strategy","startup-company",1
"research-and-strategy","strategic-thinking",3
"research-and-strategy","technology",1
"research-and-strategy","text-ads",1
"research-and-strategy","time-management",4
"research-and-strategy","trello",1
"research-and-strategy","very-small-1-9-employees",4
"research-and-strategy","video-ads",1
"research-and-strategy","virtual-assistant",3
"research-and-strategy","web-content",2
"research-and-strategy","web-content-management",4
"research-and-strategy","web-design",1
"research-and-strategy","website-development",1
"research-and-strategy","wordpress",3
"research-and-strategy","writing",3
"research-papers","resume-writing",2
"research-papers","sales-writing",1
"research-papers","scientific-research",20
"research-papers","scientific-writing",20
"research-papers","seo",2
"research-papers","seo-keyword-research",1
"research-papers","seo-writing",3
"research-papers","statistics",14
"research-papers","strategic-planning",1
"research-papers","survey-design",1
"research-papers","teaching-english",1
"research-papers","technical-documentation",1
"research-papers","technical-editing",2
"research-papers","technical-translation",1
"research-papers","technical-writing",39
"research-papers","translation",1
"research-papers","translation-japanese-english",1
"research-papers","travel-planning",1
"research-papers","travel-writing",1
"research-papers","virtual-assistant",2
"research-papers","white-paper",1
"research-papers","white-paper-writing",9
"research-papers","writing",70
"responsive-design","seo",2
"responsive-design","sketch",3
"responsive-design","small-10-99-employees",1
"responsive-design","style-guide",3
"responsive-design","ui-design",1
"responsive-design","uiux",2
"responsive-design","usability-testing",1
"responsive-design","user-experience-design",2
"responsive-design","user-flows",4
"responsive-design","very-small-1-9-employees",4
"responsive-design","visual-design",2
"responsive-design","web-application",4
"responsive-design","web-design",5
"responsive-design","webdesign",4
"responsive-design","website",5
"responsive-design","website-customization",2
"responsive-design","website-development",5
"responsive-design","website-redesign",3
"responsive-design","wireframes",4
"responsive-design","woocommerce",1
"responsive-design","wordpress",7
"responsive-design","wordpress-plugin",1
"responsive-design","wordpress-website",2
"responsive-web-design","restful",1
"responsive-web-design","sales",1
"responsive-web-design","sales-management",1
"responsive-web-design","sales-promotion",1
"responsive-web-design","sales-writing",1
"responsive-web-design","salesforce.com",1
"responsive-web-design","sass",1
"responsive-web-design","sem",1
"responsive-web-design","seo",5
"responsive-web-design","seo-backlinking",1
"responsive-web-design","seo-backlinks",1
"responsive-web-design","seo-keyword-research",1
"responsive-web-design","seo-writing",1
"responsive-web-design","shopify",1
"responsive-web-design","shopify-templates",3
"responsive-web-design","sketch",1
"responsive-web-design","skype",1
"responsive-web-design","social-bookmarking",1
"responsive-web-design","social-media-marketing",2
"responsive-web-design","software-testing",1
"responsive-web-design","squarespace",3
"responsive-web-design","technical-editing",1
"responsive-web-design","technical-writing",1
"responsive-web-design","telemarketing",1
"responsive-web-design","telephone-skills",1
"responsive-web-design","time-management",1
"responsive-web-design","transcription",1
"responsive-web-design","twitter-bootstrap",1
"responsive-web-design","twitter-marketing",1
"responsive-web-design","ui-design",15
"responsive-web-design","usability-testing",1
"responsive-web-design","user-experience-design",16
"responsive-web-design","user-flows",1
"responsive-web-design","virtual-assistant",1
"responsive-web-design","web-design",44
"responsive-web-design","web-testing",1
"responsive-web-design","webdesign",1
"responsive-web-design","webflow",1
"responsive-web-design","website-development",26
"responsive-web-design","windows-azure",1
"responsive-web-design","wire-framing",1
"responsive-web-design","wireframes",1
"responsive-web-design","wix",1
"responsive-web-design","woocommerce",3
"responsive-web-design","wordpress",38
"responsive-web-design","wordpress-plugin",5
"responsive-web-design","wp-ecommerce",3
"responsive-web-design","writing",1
"responsive-web-design","youtube-marketing",1
"responsive-web-design","zoho-crm",1
"restful","ruby",1
"restful","ruby-on-rails",1
"restful","scrum",1
"restful","seo",1
"restful","small-10-99-employees",1
"restful","social-media-optimization",1
"restful","spreadsheets",1
"restful","sql",4
"restful","sql-programming",1
"restful","ssl",1
"restful","swift",1
"restful","technical-documentation",1
"restful","ui-design",1
"restful","uiux",2
"restful","vue.js",1
"restful","web-application",4
"restful","web-design",2
"restful","website-development",3
"restful","windows-app-development",1
"restful","wire-framing",1
"restful","wordpress",3
"restful","wordpress-plugin",1
"resume-writing","sales-letters",1
"resume-writing","sales-writing",1
"resume-writing","scientific-research",3
"resume-writing","seo-writing",2
"resume-writing","social-media-marketing",6
"resume-writing","social-media-optimization",1
"resume-writing","software-qa-testing",1
"resume-writing","sourcing",1
"resume-writing","speech-writing",2
"resume-writing","spelling",1
"resume-writing","technical-documentation",4
"resume-writing","technical-editing",1
"resume-writing","technical-recruiter",3
"resume-writing","technical-writing",7
"resume-writing","translation",1
"resume-writing","translation-english-german",2
"resume-writing","user-experience-design",2
"resume-writing","venture-capital-consulting",1
"resume-writing","virtual-assistant",2
"resume-writing","web-content-management",2
"resume-writing","website-development",1
"resume-writing","wordpress",1
"resume-writing","writing",53
"resume-writing","writing-slang-style",1
"retail-and-consumer-goods","seo",4
"retail-and-consumer-goods","seo-keyword-research",7
"retail-and-consumer-goods","seo-writing",10
"retail-and-consumer-goods","social-media-content",2
"retail-and-consumer-goods","software-testing",3
"retail-and-consumer-goods","startup-consulting",1
"retail-and-consumer-goods","strategic-planning",1
"retail-and-consumer-goods","tax-law",1
"retail-and-consumer-goods","technology",11
"retail-and-consumer-goods","trademark-consulting",1
"retail-and-consumer-goods","ui-design",1
"retail-and-consumer-goods","us-taxation",1
"retail-and-consumer-goods","web-content",10
"retail-and-consumer-goods","web-design",3
"retail-and-consumer-goods","website-development",3
"retail-and-consumer-goods","white-paper",2
"retail-and-consumer-goods","writing",8
"retail-and-consumer-goods","written",4
"retargeting","sem",12
"retargeting","sem-campaign-reports",2
"retargeting","seo",16
"retargeting","seo-backlinking",2
"retargeting","seo-backlinks",1
"retargeting","seo-keyword-research",11
"retargeting","seo-writing",4
"retargeting","shopify",2
"retargeting","sketch",1
"retargeting","small-10-99-employees",4
"retargeting","social-media-account-setup",5
"retargeting","social-media-advertising",17
"retargeting","social-media-content",15
"retargeting","social-media-content-creation",9
"retargeting","social-media-management",18
"retargeting","social-media-marketing",28
"retargeting","social-media-optimization",4
"retargeting","social-media-posts",13
"retargeting","startup-company",3
"retargeting","technology",1
"retargeting","text-ads",8
"retargeting","tracking-and-analytics",8
"retargeting","twitter",2
"retargeting","twitter-marketing",3
"retargeting","very-small-1-9-employees",6
"retargeting","video-ads",12
"retargeting","virtual-assistant",6
"retargeting","website",4
"retargeting","website-redesign",1
"retargeting","woocommerce",1
"retargeting","wordpress",9
"retargeting","writing",1
"retargeting","youtube",5
"retargeting","youtube-marketing",4
"reviews","sales-promotion",1
"reviews","seo",4
"reviews","seo-backlinking",2
"reviews","seo-keyword-research",4
"reviews","seo-writing",3
"reviews","social-media-marketing",5
"reviews","tax-preparation",1
"reviews","technical-editing",6
"reviews","telephone-skills",2
"reviews","translation",3
"reviews","translation-english-japanese",1
"reviews","translation-english-korean",1
"reviews","twitter-marketing",2
"reviews","video-production",1
"reviews","virtual-assistant",1
"reviews","web-content-management",1
"reviews","writing",18
"reviews","writing-slang-style",1
"romance-writing","short-story-writing",64
"romance-writing","speech-writing",1
"romance-writing","technical-writing",36
"romance-writing","virtual-assistant",1
"romance-writing","writing",44
"ruby","ruby-on-rails",44
"ruby","sass",1
"ruby","scripting",1
"ruby","security-analysis",1
"ruby","seo",1
"ruby","shopify",1
"ruby","shopify-templates",1
"ruby","small-10-99-employees",2
"ruby","software-qa-testing",1
"ruby","sql",6
"ruby","squarespace",1
"ruby","storyboarding",1
"ruby","swift",2
"ruby","technical-documentation",1
"ruby","technical-support",1
"ruby","technical-writing",1
"ruby","tensorflow",1
"ruby","twitter-bootstrap",3
"ruby","ubuntu",1
"ruby","ui-design",1
"ruby","uiux",1
"ruby","user-experience-design",1
"ruby","very-small-1-9-employees",1
"ruby","vue.js",1
"ruby","web-application",3
"ruby","web-design",5
"ruby","website-development",7
"ruby","wordpress",1
"ruby","wp-ecommerce",1
"ruby-on-rails","sass",4
"ruby-on-rails","seo",2
"ruby-on-rails","shopify",2
"ruby-on-rails","shopify-templates",1
"ruby-on-rails","software-qa-testing",2
"ruby-on-rails","spreadsheets",1
"ruby-on-rails","sql",9
"ruby-on-rails","ssl",1
"ruby-on-rails","storyboarding",1
"ruby-on-rails","stripe",3
"ruby-on-rails","swift",2
"ruby-on-rails","system-administration",1
"ruby-on-rails","technical-documentation",1
"ruby-on-rails","technical-support",2
"ruby-on-rails","technical-writing",1
"ruby-on-rails","twitter-bootstrap",8
"ruby-on-rails","ubuntu",2
"ruby-on-rails","ui-design",2
"ruby-on-rails","user-experience-design",1
"ruby-on-rails","vue.js",1
"ruby-on-rails","web-application",1
"ruby-on-rails","web-design",6
"ruby-on-rails","web-scraping",2
"ruby-on-rails","website-development",19
"ruby-on-rails","wordpress",2
"ruby-on-rails","wp-ecommerce",1
"saas","sales",6
"saas","sass",1
"saas","sem",1
"saas","seo-writing",3
"saas","sql",1
"saas","startup-consulting",6
"saas","technical-support",2
"saas","technical-writing",3
"saas","telemarketing",1
"saas","telephone-skills",1
"saas","travel-agent",1
"saas","ui-design",1
"saas","usability-testing",1
"saas","user-experience-design",2
"saas","users-guide-writing",1
"saas","venture-capital-consulting",2
"saas","web-design",2
"saas","wire-framing",2
"saas","woocommerce",1
"saas","wordpress",1
"saas","writing",4
"saas","zoho-crm",1
"sales","sales-copywriting",1
"sales","sales-deliverable",6
"sales","sales-funnel-copywriting",1
"sales","sales-letters",15
"sales","sales-management",27
"sales","sales-presentations",13
"sales","sales-process",19
"sales","sales-promotion",29
"sales","sales-strategy",5
"sales","sales-writing",36
"sales","salesforce-apex",2
"sales","salesforce-app-development",1
"sales","salesforce.com",16
"sales","selling",31
"sales","sem",5
"sales","seo",15
"sales","seo-backlinking",1
"sales","seo-backlinks",1
"sales","seo-keyword-research",12
"sales","seo-writing",4
"sales","shopify",3
"sales","skype",5
"sales","small-10-99-employees",11
"sales","social-bookmarking",1
"sales","social-media-management",11
"sales","social-media-marketing",102
"sales","social-networking-development",1
"sales","software-documentation",1
"sales","software-testing",2
"sales","sourcing",3
"sales","spanish",5
"sales","spreadsheets",1
"sales","startup-company",2
"sales","startup-consulting",5
"sales","statistics",1
"sales","strategic-planning",5
"sales","supply-chain-management",1
"sales","tax-preparation",1
"sales","teaching-mathematics",1
"sales","technical-recruiter",1
"sales","technical-support",6
"sales","technical-writing",1
"sales","technology",3
"sales","telemarketing",384
"sales","telephone-skills",261
"sales","time-management",3
"sales","translation",3
"sales","translation-english-japanese",2
"sales","translation-english-korean",1
"sales","translation-english-spanish",1
"sales","translation-japanese-english",1
"sales","translation-korean-english",1
"sales","translation-spanish-english",1
"sales","twitter-marketing",7
"sales","typing",3
"sales","very-small-1-9-employees",13
"sales","video-sales-letter",4
"sales","viral-marketing",6
"sales","virtual-assistant",86
"sales","voice-talent",1
"sales","web-design",3
"sales","web-research",6
"sales","website-development",4
"sales","wix",1
"sales","word-processing",1
"sales","wordpress",10
"sales","wp-ecommerce",1
"sales","writing",24
"sales","youtube-marketing",5
"sales","zapier",2
"sales","zendesk",2
"sales","zoho-crm",6
"sales-copywriting","sales-funnel-copywriting",18
"sales-copywriting","sales-letters",1
"sales-copywriting","sales-presentations",1
"sales-copywriting","sales-promotion",1
"sales-copywriting","sales-writing",9
"sales-copywriting","seo",1
"sales-copywriting","seo-writing",8
"sales-copywriting","seomoz",1
"sales-copywriting","shopify",2
"sales-copywriting","social-media-marketing",1
"sales-copywriting","sourcing",1
"sales-copywriting","startup-consulting",1
"sales-copywriting","supply-chain-management",1
"sales-copywriting","technical-writing",1
"sales-copywriting","video-sales-letter",1
"sales-copywriting","viral-marketing",1
"sales-copywriting","virtual-assistant",1
"sales-copywriting","web-content",1
"sales-copywriting","web-content-management",1
"sales-copywriting","web-design",1
"sales-copywriting","website-copywriting",4
"sales-copywriting","wordpress",2
"sales-copywriting","writing",17
"sales-copywriting","zapier",1
"sales-deliverable","sales-letters",1
"sales-deliverable","sales-process",5
"sales-deliverable","sales-strategy",1
"sales-deliverable","sales-writing",1
"sales-deliverable","seo-writing",1
"sales-deliverable","sql",1
"sales-deliverable","technical-recruiter",1
"sales-deliverable","telemarketing",3
"sales-deliverable","telephone-skills",2
"sales-deliverable","user-experience-design",1
"sales-deliverable","virtual-assistant",3
"sales-deliverable","web-research",6
"sales-funnel-copywriting","sales-letters",1
"sales-funnel-copywriting","sales-presentations",1
"sales-funnel-copywriting","sales-promotion",1
"sales-funnel-copywriting","sales-strategy",2
"sales-funnel-copywriting","sales-writing",7
"sales-funnel-copywriting","seo",3
"sales-funnel-copywriting","seo-writing",10
"sales-funnel-copywriting","social-media-management",1
"sales-funnel-copywriting","social-media-marketing",5
"sales-funnel-copywriting","sourcing",1
"sales-funnel-copywriting","startup-consulting",2
"sales-funnel-copywriting","strategic-thinking",2
"sales-funnel-copywriting","supply-chain-management",1
"sales-funnel-copywriting","video-sales-letter",1
"sales-funnel-copywriting","viral-marketing",1
"sales-funnel-copywriting","web-content",1
"sales-funnel-copywriting","web-content-management",2
"sales-funnel-copywriting","web-design",2
"sales-funnel-copywriting","website-copywriting",5
"sales-funnel-copywriting","website-development",1
"sales-funnel-copywriting","wordpress",2
"sales-funnel-copywriting","writing",17
"sales-funnel-copywriting","yoast-seo",1
"sales-funnel-copywriting","zoho-crm",1
"sales-letters","sales-management",3
"sales-letters","sales-presentations",1
"sales-letters","sales-process",1
"sales-letters","sales-promotion",4
"sales-letters","sales-strategy",3
"sales-letters","sales-writing",63
"sales-letters","seo",4
"sales-letters","seo-keyword-research",1
"sales-letters","seo-writing",4
"sales-letters","short-story-writing",1
"sales-letters","skype",1
"sales-letters","social-media-content",1
"sales-letters","social-media-marketing",8
"sales-letters","sourcing",1
"sales-letters","startup-consulting",1
"sales-letters","supply-chain-management",1
"sales-letters","tax-law",1
"sales-letters","technical-editing",1
"sales-letters","technical-writing",2
"sales-letters","telemarketing",1
"sales-letters","telephone-skills",2
"sales-letters","time-management",1
"sales-letters","users-guide-writing",1
"sales-letters","video-editing",1
"sales-letters","video-sales-letter",8
"sales-letters","viral-marketing",1
"sales-letters","virtual-assistant",1
"sales-letters","voice-over",1
"sales-letters","web-content",1
"sales-letters","web-design",1
"sales-letters","wordpress",4
"sales-letters","writing",13
"sales-letters","writing-slang-style",1
"sales-letters","youtube-marketing",2
"sales-management","sales-presentations",3
"sales-management","sales-process",6
"sales-management","sales-promotion",9
"sales-management","sales-strategy",1
"sales-management","sales-writing",4
"sales-management","salesforce.com",6
"sales-management","selling",3
"sales-management","sem",1
"sales-management","seo",2
"sales-management","seo-backlinking",1
"sales-management","seo-backlinks",1
"sales-management","seo-keyword-research",1
"sales-management","skype",1
"sales-management","small-10-99-employees",5
"sales-management","social-bookmarking",1
"sales-management","social-media-marketing",5
"sales-management","software-testing",1
"sales-management","startup-consulting",2
"sales-management","technical-writing",1
"sales-management","technology",3
"sales-management","telemarketing",13
"sales-management","telephone-skills",7
"sales-management","time-management",1
"sales-management","twitter-marketing",1
"sales-management","very-small-1-9-employees",5
"sales-management","video-sales-letter",1
"sales-management","virtual-assistant",3
"sales-management","web-design",1
"sales-management","website-development",1
"sales-management","wordpress",1
"sales-management","wp-ecommerce",1
"sales-management","writing",2
"sales-management","youtube-marketing",1
"sales-management","zoho-crm",1
"sales-presentations","sales-process",7
"sales-presentations","sales-promotion",1
"sales-presentations","sales-writing",1
"sales-presentations","salesforce.com",1
"sales-presentations","small-10-99-employees",2
"sales-presentations","social-media-marketing",3
"sales-presentations","sourcing",1
"sales-presentations","speech-writing",1
"sales-presentations","startup-consulting",1
"sales-presentations","supply-chain-management",1
"sales-presentations","technology",1
"sales-presentations","telemarketing",5
"sales-presentations","time-management",1
"sales-presentations","very-small-1-9-employees",1
"sales-presentations","viral-marketing",1
"sales-presentations","virtual-assistant",1
"sales-presentations","web-design",1
"sales-process","sales-strategy",1
"sales-process","sales-writing",1
"sales-process","salesforce.com",2
"sales-process","selling",1
"sales-process","seo-writing",1
"sales-process","small-10-99-employees",4
"sales-process","social-media-marketing",4
"sales-process","technology",1
"sales-process","telemarketing",7
"sales-process","telephone-skills",1
"sales-process","user-experience-design",1
"sales-process","very-small-1-9-employees",3
"sales-process","virtual-assistant",2
"sales-process","wordpress",1
"sales-process","youtube",1
"sales-process","youtube-marketing",1
"sales-process","zoho-crm",1
"sales-promotion","sales-writing",8
"sales-promotion","salesforce.com",1
"sales-promotion","scripting",1
"sales-promotion","selling",4
"sales-promotion","sem",2
"sales-promotion","seo",7
"sales-promotion","seo-backlinking",4
"sales-promotion","seo-backlinks",1
"sales-promotion","seo-keyword-research",2
"sales-promotion","skype",1
"sales-promotion","social-bookmarking",1
"sales-promotion","social-media-management",1
"sales-promotion","social-media-marketing",24
"sales-promotion","social-media-optimization",1
"sales-promotion","software-testing",1
"sales-promotion","sourcing",1
"sales-promotion","speech-writing",1
"sales-promotion","startup-consulting",1
"sales-promotion","supply-chain-management",1
"sales-promotion","technical-writing",2
"sales-promotion","telemarketing",14
"sales-promotion","telephone-skills",14
"sales-promotion","time-management",1
"sales-promotion","twitter-marketing",2
"sales-promotion","video-editing",1
"sales-promotion","video-production",1
"sales-promotion","video-sales-letter",1
"sales-promotion","viral-marketing",1
"sales-promotion","virtual-assistant",4
"sales-promotion","web-content-management",1
"sales-promotion","web-design",3
"sales-promotion","web-scraping",1
"sales-promotion","website-development",2
"sales-promotion","wordpress",1
"sales-promotion","wp-ecommerce",1
"sales-promotion","writing",21
"sales-promotion","youtube-marketing",3
"sales-promotion","zoho-crm",1
"sales-strategy","sales-writing",3
"sales-strategy","salesforce.com",1
"sales-strategy","seo",2
"sales-strategy","seo-writing",1
"sales-strategy","social-media-marketing",2
"sales-strategy","social-media-optimization",1
"sales-strategy","startup-consulting",2
"sales-strategy","telemarketing",2
"sales-strategy","telephone-skills",1
"sales-strategy","video-sales-letter",1
"sales-strategy","web-design",2
"sales-strategy","website-copywriting",2
"sales-strategy","wordpress",1
"sales-strategy","writing",4
"sales-strategy","youtube-marketing",1
"sales-writing","salesforce.com",2
"sales-writing","scientific-writing",1
"sales-writing","scripting",2
"sales-writing","selling",2
"sales-writing","sem",3
"sales-writing","seo",20
"sales-writing","seo-backlinking",1
"sales-writing","seo-backlinks",1
"sales-writing","seo-keyword-research",10
"sales-writing","seo-writing",57
"sales-writing","short-story-writing",1
"sales-writing","skype",1
"sales-writing","social-bookmarking",1
"sales-writing","social-media-content",2
"sales-writing","social-media-management",1
"sales-writing","social-media-marketing",20
"sales-writing","software-testing",1
"sales-writing","speech-writing",4
"sales-writing","spelling",2
"sales-writing","startup-consulting",1
"sales-writing","survey-design",1
"sales-writing","tax-law",1
"sales-writing","technical-editing",2
"sales-writing","technical-writing",6
"sales-writing","telemarketing",3
"sales-writing","telephone-skills",6
"sales-writing","time-management",1
"sales-writing","track-changes",1
"sales-writing","translation",1
"sales-writing","travel-writing",1
"sales-writing","twitter-marketing",1
"sales-writing","user-experience-design",1
"sales-writing","users-guide-writing",1
"sales-writing","video-production",2
"sales-writing","video-sales-letter",7
"sales-writing","videography",1
"sales-writing","virtual-assistant",7
"sales-writing","web-content",13
"sales-writing","web-content-management",3
"sales-writing","web-design",2
"sales-writing","website-development",3
"sales-writing","white-paper-writing",8
"sales-writing","wire-framing",1
"sales-writing","woocommerce",1
"sales-writing","word-processing",1
"sales-writing","wordpress",13
"sales-writing","wordpress-thrive-themes",1
"sales-writing","wp-ecommerce",1
